Vz,periodicity error
9.38800000000000051114668053742207121e-02,8.19740911375726266965107076479896434e-02
9.38899999999999873567801955687173177e-02,8.20768007704722588344164425174984292e-02
9.38999999999999834798813935776706785e-02,8.21759010441183161720602006228384558e-02
9.39099999999999934807703994010807946e-02,8.22711087664038028711165556257757407e-02
9.39200000000000034816594052244909108e-02,8.23690313091685586029409479977787549e-02
9.39299999999999857269727954189875163e-02,8.24696605836136860291957598987334456e-02
9.39399999999999957278618012423976324e-02,8.25729882678359622980412453365342888e-02
9.39500000000000057287508070658077486e-02,8.26698720369567488199133610786035006e-02
9.39600000000000157296398128892178647e-02,8.27657410833676870202981608544221977e-02
9.39699999999999979749532030837144703e-02,8.28643141984127824437576956983342762e-02
9.39799999999999802202665932782110758e-02,8.29655833125087771165710580311754538e-02
9.39900000000000040989434069160779472e-02,8.30695401265905244344846227542706266e-02
9.40000000000000002220446049250313081e-02,8.31641686497497064380363808886166956e-02
9.40099999999999963451458029339846689e-02,8.32607096720231821332788238597770753e-02
9.40199999999999924682470009429380298e-02,8.33599440849145314659765078350867007e-02
9.40300000000000024691360067663481459e-02,8.34618638370149517130883584018458066e-02
9.40399999999999985922372047753015067e-02,8.35642632687304945147042446517910292e-02
9.40499999999999947153384027842548676e-02,8.36587961254544924664218088738844516e-02
9.40599999999999908384396007932082284e-02,8.37560195750479206783167922911990604e-02
9.40700000000000008393286066166183446e-02,8.38559258095856601047880248555250199e-02
9.40799999999999969624298046255717054e-02,8.39585067948426767091902141342295773e-02
9.40899999999999930855310026345250662e-02,8.40585237281889059653788288176540469e-02
9.41000000000000030864200084579351824e-02,8.41537598146553677800973295453139364e-02
9.41099999999999992095212064668885432e-02,8.42516759464676053264903194404843618e-02
9.41199999999999953326224044758419041e-02,8.43522643284355403654250481680941754e-02
9.41299999999999914557236024847952649e-02,8.44555169425764273168355981632224850e-02
9.41400000000000014566126083082053810e-02,8.45531158621409462627125266568635539e-02
9.41499999999999975797138063171587419e-02,8.46490651700092085551708164888540775e-02
9.41599999999999937028150043261121027e-02,8.47476840459967759313116020271896677e-02
9.41699999999999898259162023350654636e-02,8.48489647068068673093868731307350271e-02
9.41799999999999998268052081584755797e-02,8.49528991498030740088899239167270000e-02
9.41899999999999959499064061674289405e-02,8.50480454079361071389285558329923766e-02
9.41999999999999920730076041763823014e-02,8.51447177408836206005532429042622360e-02
9.42099999999999881961088021853356622e-02,8.52440492335749120039903577852819595e-02
9.42199999999999981969978080087457784e-02,8.53460321138086113928978418394638372e-02
9.42300000000000081978868138321558945e-02,8.54485695783954994794741179466368820e-02
9.42399999999999904432002040266525000e-02,8.55433181910688863724440841610548664e-02
9.42500000000000004440892098500626162e-02,8.56407231681774845980073410286309779e-02
9.42600000000000104449782156734727323e-02,8.57407769640886117079004696885352298e-02
9.42699999999999926902916058679693379e-02,8.58434718169393643579738978391033338e-02
9.42800000000000026911806116913794540e-02,8.59434391444807928130472266991460479e-02
9.42899999999999988142818097003328148e-02,8.60389401202705195051416439100615085e-02
9.43000000000000088151708155237429310e-02,8.61370871793178517887295553448472199e-02
9.43100000000000049382720135326962918e-02,8.62378727822725674091424249159590862e-02
9.43200000000000010613732115416496526e-02,8.63412891768949010268713751775458616e-02
9.43299999999999971844744095506030135e-02,8.64386546495004170942915456274689481e-02
9.43400000000000071853634153740131296e-02,8.65349171827668073843805738677197279e-02
9.43500000000000033084646133829664905e-02,8.66338155834265524561976566088638249e-02
9.43599999999999994315658113919198513e-02,8.67353423177855521292338818904859031e-02
9.43699999999999955546670094008732121e-02,8.68394896425490824099135936046317210e-02
9.43800000000000055555560152242833283e-02,8.69342223282179878949651605295891471e-02
9.43899999999999878008694054187799338e-02,8.70312554396956894882012650650211212e-02
9.43999999999999978017584112421900500e-02,8.71309142666492446349586270548465499e-02
9.44099999999999939248596092511434108e-02,8.72331912804490960022176141856453952e-02
9.44200000000000039257486150745535269e-02,8.73349588857944971922007196367065277e-02
9.44299999999999861710620052690501325e-02,8.74301484818830676604663611325681834e-02
9.44399999999999961719510110924602486e-02,8.75279610216786690264334457361035777e-02
9.44499999999999922950522091014136095e-02,8.76283891876397615761084625030228459e-02
9.44600000000000022959412149248237256e-02,8.77314254556466564321785340441009888e-02
9.44699999999999845412546051193203311e-02,8.78304517384187258277502507673593301e-02
9.44800000000000084199314187571872026e-02,8.79264394740326738454524695064276283e-02
9.44899999999999906652448089516838081e-02,8.80250401245364884640777772667008016e-02
9.45000000000000006661338147750939243e-02,8.81262463731949974482006605996608483e-02
9.45099999999999829114472049695905298e-02,8.82300506998743420986834142298422313e-02
9.45199999999999929123362107930006459e-02,8.83263073942396472764834013340979568e-02
9.45300000000000029132252166164107621e-02,8.84231017264272140425877730858715441e-02
9.45399999999999990363264146253641229e-02,8.85224990051494217919541437437214347e-02
9.45499999999999951594276126343174838e-02,8.86244919140329217137356110886792142e-02
9.45600000000000051603166184577275999e-02,8.87275234185537221649921133669275710e-02
9.45700000000000012834178164666809607e-02,8.88225324901557118676234081424210900e-02
9.45799999999999974065190144756343216e-02,8.89201417151241236593150939961365431e-02
9.45899999999999935296202124845876824e-02,8.90203439774503844168289541489431820e-02
9.46000000000000035305092183079977985e-02,8.91231319607105248290229885685977600e-02
9.46099999999999996536104163169511594e-02,8.92232917607636053174476235248307950e-02
9.46199999999999957767116143259045202e-02,8.93191337109070224104094978895332720e-02
9.46299999999999918998128123348578811e-02,8.94175659666758676822968211460633133e-02
9.46400000000000019007018181582679972e-02,8.95185814085508296599853936162263903e-02
9.46499999999999980238030161672213580e-02,8.96221727196726383539424877294139130e-02
9.46599999999999941469042141761747189e-02,8.97194350313816163835750181031791170e-02
9.46699999999999902700054121851280797e-02,8.98161177854690800209678562908802770e-02
9.46800000000000002708944180085381959e-02,8.99153810544524659461258229942195102e-02
9.46899999999999963939956160174915567e-02,9.00172177149898126861547636960926331e-02
9.46999999999999925170968140264449175e-02,9.01210065334308847478964089156508797e-02
9.47099999999999886401980120353982784e-02,9.02159601519972200095515532076115555e-02
9.47199999999999986410870178588083945e-02,9.03134914835619093239314099298474299e-02
9.47299999999999947641882158677617554e-02,9.04135935950812455146779611002789689e-02
9.47399999999999908872894138767151162e-02,9.05162593591057619233177175304060063e-02
9.47499999999999870103906118856684770e-02,9.06170545860186424764711522326246552e-02
9.47599999999999970112796177090785932e-02,9.07128740791474043556720261212561780e-02
9.47699999999999931343808157180319540e-02,9.08112616122703916951055908868292393e-02
9.47799999999999892574820137269853149e-02,9.09122102450016670713854568236329874e-02
9.47899999999999853805832117359386757e-02,9.10157128455227042827881881372229689e-02
9.47999999999999953814722175593487918e-02,9.11134910100563472434288591186670351e-02
9.48100000000000053823612233827589080e-02,9.12101838011081889285715065776682178e-02
9.48199999999999876276746135772555135e-02,9.13094350127729662450165621984145869e-02
9.48299999999999976285636194006656297e-02,9.14112376971282806169565377382218848e-02
9.48400000000000076294526252240757458e-02,9.15153052181797968420517190353952427e-02
9.48500000000000037525538232330291066e-02,9.16103229660976530788783694318959715e-02
9.48599999999999998756550212419824675e-02,9.17078963347877309354332325358182382e-02
9.48699999999999959987562192509358283e-02,9.18080185571722015953023128954678482e-02
9.48800000000000059996452250743459444e-02,9.19106826776190612493067547567208937e-02
9.48900000000000021227464230832993053e-02,9.20116426694302188145865561619731791e-02
9.48999999999999982458476210922526661e-02,9.21075576381141325904719281701424226e-02
9.49099999999999943689488191012060270e-02,9.22060187227165960887614832386878850e-02
9.49200000000000043698378249246161431e-02,9.23070191454247219411385404511512920e-02
9.49300000000000004929390229335695039e-02,9.24105519427456324971999538512961286e-02
9.49399999999999966160402209425228648e-02,9.25083830925217853124902114555519115e-02
9.49499999999999927391414189514762256e-02,9.26052022306363392618618862405667489e-02
9.49600000000000027400304247748863418e-02,9.27045580301310186892611187101424301e-02
9.49699999999999988631316227838397026e-02,9.28064437023672341896589395460248127e-02
9.49799999999999949862328207927930634e-02,9.29103375985083457928681347892844726e-02
9.49899999999999911093340188017464243e-02,9.30055338458786775731057105761558067e-02
9.50000000000000011102230246251565404e-02,9.31032639659824764542128235216769027e-02
9.50099999999999972333242226341099013e-02,9.32035213421460815438033256584261188e-02
9.50199999999999933564254206430632621e-02,9.33062991748345842918659676846367526e-02
9.50299999999999894795266186520166229e-02,9.34069790497515539933073216226500555e-02
9.50399999999999856026278166609699838e-02,9.35031023010156117175142589393987080e-02
9.50499999999999956035168224843800999e-02,9.36017500815718166638133344084794927e-02
9.50600000000000056044058283077902161e-02,9.37029157610170643183555071196957011e-02
9.50699999999999878497192185022868216e-02,9.38065925288657411619141137723579363e-02
9.50799999999999978506082243256969377e-02,9.39040390856029821491809906318956824e-02
9.50900000000000078514972301491070539e-02,9.40010958399848953848483279027165261e-02
9.51000000000000039745984281580604147e-02,9.41006678273213058165840870977480070e-02
9.51100000000000000976996261670137756e-02,9.42027484034823021493587188073089329e-02
9.51199999999999962208008241759671364e-02,9.43060410610371290367622882780682912e-02
9.51300000000000062216898299993772525e-02,9.44015252253684709022109585061497265e-02
9.51400000000000023447910280083306134e-02,9.44995218528992423987892157759148804e-02
9.51499999999999984678922260172839742e-02,9.46000244631189522251433771064662052e-02
9.51599999999999945909934240262373351e-02,9.47030263981887396273030656450964271e-02
9.51700000000000045918824298496474512e-02,9.48030055231848369978105004315908041e-02
9.51800000000000007149836278586008120e-02,9.48994449921769879555942817574556620e-02
9.51899999999999968380848258675541729e-02,9.49983877355316566632363450675742674e-02
9.51999999999999929611860238765075337e-02,9.50998272563753106120099092082644317e-02
9.52100000000000029620750296999176499e-02,9.52037568831937730074611445277781025e-02
9.52199999999999990851762277088710107e-02,9.53004050639349088764524220913436819e-02
9.52299999999999952082774257178243715e-02,9.53978059106964660819059638292686967e-02
9.52399999999999913313786237267777324e-02,9.54977008869843055244117400962840674e-02
9.52500000000000013322676295501878485e-02,9.56000834796468943939725917363132465e-02
9.52599999999999974553688275591412093e-02,9.57023705404411625153134938146203165e-02
9.52699999999999935784700255680945702e-02,9.57982473301280246712568473545936925e-02
9.52799999999999897015712235770479310e-02,9.58966155049165917137995236474667539e-02
9.52900000000000135802480372149148025e-02,9.59974687074282006702669759257545100e-02
9.52999999999999958255614274094114080e-02,9.61008004083302876145584726613191544e-02
9.53100000000000058264504332328215241e-02,9.61996809762522021561254207580295838e-02
9.53199999999999880717638234273181297e-02,9.62965399640962777556619380880064777e-02
9.53299999999999980726528292507282458e-02,9.63958812959975252114981981251954687e-02
9.53400000000000080735418350741383620e-02,9.64976985959079420957779555021280386e-02
9.53500000000000041966430330830917228e-02,9.66019853184259432632217350341096691e-02
9.53600000000000003197442310920450836e-02,9.66974437470764619227260324788197431e-02
9.53700000000000103206332369154551998e-02,9.67952906016156359328639648853434491e-02
9.53800000000000064437344349244085606e-02,9.68956108001809252164926427022542571e-02
9.53900000000000025668356329333619215e-02,9.69983979482137151016702262984414896e-02
9.53999999999999986899368309423152823e-02,9.70992969547066728858831914517077274e-02
9.54100000000000086908258367657253984e-02,9.71956665971752938444112989721483532e-02
9.54200000000000048139270347746787593e-02,9.72945068699163476674606444078326942e-02
9.54299999999999870592404249691753648e-02,9.73958115267623436979877925592225723e-02
9.54399999999999970601294307925854810e-02,9.74995741548126822609821583980038711e-02
9.54500000000000070610184366159955971e-02,9.75969798620981305985797123767101266e-02
9.54600000000000031841196346249489579e-02,9.76943572587967685348433825545703424e-02
9.54699999999999854294330248194455635e-02,9.77941963857533710466915457336588671e-02
9.54799999999999954303220306428556796e-02,9.78964909761232438155786448734304571e-02
9.54900000000000054312110364662657958e-02,9.79992015722984647974555345230418324e-02
9.55000000000000015543122344752191566e-02,9.80951330155374034908923985322584690e-02
9.55099999999999837996256246697157621e-02,9.81935234503370066017183615192672946e-02
9.55199999999999938005146304931258783e-02,9.82943667535303976054810759022540715e-02
9.55300000000000038014036363165359944e-02,9.83976566378170890660563004173397446e-02
9.55399999999999860467170265110326000e-02,9.84968057740717771404254847650923556e-02
9.55499999999999960476060323344427161e-02,9.85937642294661378390362311178350728e-02
9.55600000000000060484950381578528322e-02,9.86931728745534079359844884077119238e-02
9.55700000000000160493840439812629484e-02,9.87950255634770564452680664204768574e-02
9.55799999999999982946974341757595539e-02,9.88993159887129868758628779523344306e-02
9.55899999999999805400108243702561595e-02,9.89948908062970218771232744405536408e-02
9.56000000000000044186876380081230309e-02,9.90928812995414129373915419795012043e-02
9.56100000000000144195766438315331470e-02,9.91933132168265995327538487488098484e-02
9.56199999999999966648900340260297526e-02,9.92961803898789400316671950418444263e-02
9.56299999999999927879912320349831134e-02,9.93968758286662499467740984633369212e-02
9.56399999999999889110924300439364742e-02,9.94934645522859892831380009867164644e-02
9.56499999999999850341936280528898351e-02,9.95924920009798819442753823749272943e-02
9.56599999999999950350826338762999512e-02,9.96939521434745797132315269499327279e-02
9.56700000000000050359716396997100674e-02,9.97978387893594063999498139895109686e-02
9.56799999999999872812850298942066729e-02,9.98948957107061205015106762718635886e-02
9.56899999999999972821740357176167890e-02,9.99925348719781749009145207198323941e-02
9.57000000000000072830630415410269052e-02,1.00092604086950471072823808416608915e-01
9.57099999999999895283764317355235107e-02,1.00195097300112953686227663511733140e-01
9.57199999999999995292654375589336269e-02,1.00297148397610783955661765937974507e-01
9.57299999999999817745788277534302324e-02,1.00393415329676865278347059594325032e-01
9.57400000000000056532556413912971038e-02,1.00468916922173376979269820500076111e-01
9.57500000000000017763568394002504647e-02,1.00349450347765223122169148597935836e-01
9.57599999999999978994580374092038255e-02,1.00231949805967477621506080045318050e-01
9.57699999999999940225592354181571864e-02,1.00116423234276932290131872215538881e-01
9.57800000000000040234482412415673025e-02,9.99934190840464251946714352890474440e-02
9.57900000000000001465494392505206633e-02,9.98720933133717728582451168390406894e-02
9.57999999999999962696506372594740242e-02,9.97527388140849758173258203901836352e-02
9.58099999999999923927518352684273850e-02,9.96353636924049666782516830209684244e-02
9.58200000000000023936408410918375012e-02,9.95199759709845587866233674279426569e-02
9.58299999999999985167420391007908620e-02,9.93969976539314021700456036014885133e-02
9.58399999999999946398432371097442228e-02,9.92757749375180952429430487860484932e-02
9.58499999999999907629444351186975837e-02,9.91565369020455876174074510139859915e-02
9.58600000000000007638334409421076998e-02,9.90392917417825554304847006949722173e-02
9.58700000000000107647224467655178159e-02,9.89240475656768836546757882573689832e-02
9.58799999999999930100358369600144215e-02,9.88010772919740546216909626477537542e-02
9.58900000000000030109248427834245376e-02,9.86799619266272117797146771722355984e-02
9.59000000000000130118138486068346538e-02,9.85608448058099820467877697264150172e-02
9.59099999999999952571272388013312593e-02,9.84437342130449416421860677098214813e-02
9.59200000000000052580162446247413754e-02,9.83286383447298692938597782499689933e-02
9.59299999999999875033296348192379810e-02,9.82056581547591275058637501442216810e-02
9.59399999999999975042186406426480971e-02,9.80846544979341588172156837445350208e-02
9.59500000000000075051076464660582133e-02,9.79656628059359060126632766738161764e-02
9.59599999999999897504210366605548188e-02,9.78486914527630652400606913759912379e-02
9.59699999999999997513100424839649349e-02,9.77336453029930563086147418318866704e-02
9.59800000000000097521990483073750511e-02,9.76107404836595314789694224536844225e-02
9.59900000000000058753002463163284119e-02,9.74898529546113718752540322656043496e-02
9.60000000000000019984014443252817728e-02,9.73709912701277634178475515228948663e-02
9.60099999999999981215026423342351336e-02,9.72541638959253861327073671739165549e-02
9.60200000000000081223916481576452497e-02,9.71391227619682595618865466213055411e-02
9.60300000000000042454928461665986106e-02,9.70163246055555533742816390043645990e-02
9.60399999999999864908062363610952161e-02,9.68955576865229870308478983974498524e-02
9.60499999999999964916952421845053323e-02,9.67768306540273116930137728210705289e-02
9.60600000000000064925842480079154484e-02,9.66601520667658077921440001163397793e-02
9.60700000000000026156854460168688092e-02,9.65450980443916107314299915922173010e-02
9.60799999999999848609988362113654148e-02,9.64224109335854099094903027112042622e-02
9.60899999999999948618878420347755309e-02,9.63017691710113770767556811886717711e-02
9.61000000000000048627768478581856471e-02,9.61831815020395082465012435664177508e-02
9.61100000000000009858780458671390079e-02,9.60666565796291856895919526218552257e-02
9.61199999999999971089792438760923687e-02,9.59515715878862068828865846689799575e-02
9.61299999999999932320804418850457296e-02,9.58289999679340720227904193441531946e-02
9.61400000000000032329694477084558457e-02,9.57084879737249618968163664952141977e-02
9.61499999999999993560706457174092066e-02,9.55900444481978878788468459348878909e-02
9.61599999999999954791718437263625674e-02,9.54736781398765496371257365994255906e-02
9.61700000000000054800608495497726835e-02,9.53585439167178138320036689065352976e-02
9.61800000000000016031620475587260444e-02,9.52360922966600594220961413887433729e-02
9.61899999999999977262632455676794052e-02,9.51157147494812559721235207096866492e-02
9.61999999999999938493644435766327661e-02,9.49974202170681928853915083527289142e-02
9.62099999999999899724656415855861269e-02,9.48812175448323891621639918497882302e-02
9.62199999999999999733546474089962430e-02,9.47660156426216961507427538882039236e-02
9.62299999999999960964558454179496039e-02,9.46436885965588027812610521574516083e-02
9.62399999999999922195570434269029647e-02,9.45234502431709946613209259500640704e-02
9.62500000000000022204460492503130808e-02,9.44053096246949245818945027306454355e-02
9.62600000000000122213350550737231970e-02,9.42892756847738586447328767496920262e-02
9.62699999999999944666484452682198025e-02,9.41739874656668923362649010136119579e-02
9.62799999999999905897496432771731634e-02,9.40517896340671475375757370621071595e-02
9.62900000000000005906386491005832795e-02,9.39316952907044193769414761541787153e-02
9.62999999999999967137398471095366403e-02,9.38137135795909800312910409047060854e-02
9.63100000000000067146288529329467565e-02,9.36978535439663147002610958529493946e-02
9.63199999999999889599422431274433620e-02,9.35824601751627417266696893893451660e-02
9.63299999999999989608312489508534782e-02,9.34603962662102592068018635192250552e-02
9.63400000000000089617202547742635943e-02,9.33404508200008785953679771787458815e-02
9.63499999999999912070336449687601998e-02,9.32226330837706282260973061544251745e-02
9.63600000000000012079226507921703160e-02,9.31069522017420072999884080505744160e-02
9.63700000000000112088116566155804321e-02,9.29914346506063708177460538265270132e-02
9.63800000000000073319128546245337930e-02,9.28695094415920987063841071063725309e-02
9.63900000000000034550140526334871538e-02,9.27497178520228180506847448538689262e-02
9.63999999999999857003274428279837593e-02,9.26320692338307063073026553799038057e-02
9.64099999999999957012164486513938755e-02,9.25165728336301652005008404721043991e-02
9.64200000000000057021054544748039916e-02,9.24009118626759129785457959502339508e-02
9.64299999999999879474188446693005972e-02,9.22791302014307183443763397823143726e-02
9.64399999999999979483078504927107133e-02,9.21594975018566373034630094717136831e-02
9.64499999999999940714090485016640741e-02,9.20420232220793092493132430424144060e-02
9.64600000000000040722980543250741903e-02,9.19267167125354639027628806764399836e-02
9.64700000000000001953992523340275511e-02,9.18108928742659432399549070934176459e-02
9.64799999999999824407126425285241567e-02,9.16892596806398832667841132999847785e-02
9.64899999999999924416016483519342728e-02,9.15697909798431316265988108750586747e-02
9.65000000000000024424906541753443889e-02,9.14524963377157189030832205524976414e-02
9.65099999999999985655918521842977498e-02,9.13373852099697731528888601124089740e-02
9.65199999999999946886930501932511106e-02,9.12213788415738177644449685373529333e-02
9.65300000000000046895820560166612267e-02,9.10998991089619546535919796698861273e-02
9.65400000000000008126832540256145876e-02,9.09805995927578562589233171941646277e-02
9.65499999999999969357844520345679484e-02,9.08634899680620064705708514439074474e-02
9.65599999999999930588856500435213093e-02,9.07485797973366081511567224077720434e-02
9.65699999999999891819868480524746701e-02,9.06323710152337398834572603842940720e-02
9.65799999999999991828758538758847862e-02,9.05110498121511893103577899850439940e-02
9.65899999999999953059770518848381471e-02,9.03919247450453020323830733351822566e-02
9.65999999999999914290782498937915079e-02,9.02750055998492704329993426953727932e-02
9.66100000000000014299672557172016241e-02,9.01603020472735219395120067136434299e-02
9.66200000000000114308562615406117402e-02,9.00438707415023012812696552290920487e-02
9.66299999999999936761696517351083457e-02,8.99227132132079011982060560535120639e-02
9.66400000000000036770586575585184619e-02,8.98037679401062685422063324552582914e-02
9.66499999999999998001598555674718227e-02,8.96870448205614023323678670748847120e-02
9.66599999999999959232610535764251836e-02,8.95725536350533310943091008802515314e-02
9.66700000000000059241500593998352997e-02,8.94558794634993276519023582977198225e-02
9.66799999999999881694634495943319052e-02,8.93348908336712041867179984195370963e-02
9.66899999999999981703524554177420214e-02,8.92161307816449794860173600529305003e-02
9.67000000000000081712414612411521375e-02,8.90996093198380886045451814652256560e-02
9.67099999999999904165548514356487431e-02,8.89853363400451971522294993096266074e-02
9.67200000000000004174438572590588592e-02,8.88683987225011727571130634602117128e-02
9.67299999999999965405450552680122200e-02,8.87475842949676315295911139692855275e-02
9.67400000000000065414340610914223362e-02,8.86290149750732478775986545004135771e-02
9.67500000000000026645352591003756970e-02,8.85127008909388771606807302386711963e-02
9.67599999999999987876364571093290579e-02,8.83986520472409556505004688574770451e-02
9.67699999999999949107376551182824187e-02,8.82814301592955953720756777554363254e-02
9.67800000000000049116266609416925348e-02,8.81607953198208914481917884030468311e-02
9.67900000000000010347278589506458957e-02,8.80424223289794302000207530139792437e-02
9.67999999999999971578290569595992565e-02,8.79263214322715412140634128718539542e-02
9.68100000000000071587180627830093727e-02,8.78125027488477822089386624073082123e-02
9.68200000000000032818192607919627335e-02,8.76949755155954118220315570459660711e-02
9.68299999999999994049204588009160943e-02,8.75745257337234640634185645451119737e-02
9.68399999999999816502338489954126999e-02,8.74563547566598879242137565167613386e-02
9.68499999999999916511228548188228160e-02,8.73404729489882466952505101344988378e-02
9.68600000000000016520118606422329322e-02,8.72268905459495300785604992212622665e-02
9.68700000000000116529008664656430483e-02,8.71090366355163810420617781248955179e-02
9.68799999999999938982142566601396538e-02,8.69887774664735351809486208379119288e-02
9.68899999999999900213154546690930147e-02,8.68708142777188129400650872443103960e-02
9.69000000000000000222044604925031308e-02,8.67551575546507634629419349367410079e-02
9.69099999999999961453056585014564916e-02,8.66418176502403063933718105405864635e-02
9.69200000000000061461946643248666078e-02,8.65236154671201607387855720641119698e-02
9.69299999999999883915080545193632133e-02,8.64035525537808810649058841112972798e-02
9.69399999999999983923970603427733295e-02,8.62858030197399357433154767790260859e-02
9.69500000000000083932860661661834456e-02,8.61703774729692945682178530945934936e-02
9.69599999999999906385994563606800511e-02,8.60572863858341408068906518032863960e-02
9.69700000000000006394884621840901673e-02,8.59387140640260144015659408567258405e-02
9.69800000000000106403774680075002834e-02,8.58188531389428068387453637273201515e-02
9.69900000000000067634786660164536443e-02,8.57013232200292425268655069364850183e-02
9.70000000000000028865798640254070051e-02,8.55861350396164517257988293093144382e-02
9.70099999999999851318932542199036106e-02,8.54732991911525652964673322603944010e-02
9.70199999999999951327822600433137268e-02,8.53543345870950776543724974256384690e-02
9.70300000000000051336712658667238429e-02,8.52346814745960134669484675665014896e-02
9.70399999999999873789846560612204485e-02,8.51173772274360931991776539946515167e-02
9.70499999999999973798736618846305646e-02,8.50024327041204523941212567376831536e-02
9.70599999999999935029748598935839254e-02,8.48898586208941163021751433098522219e-02
9.70700000000000035038638657169940416e-02,8.47704793061886163990723999949346763e-02
9.70799999999999996269650637259474024e-02,8.46510399245425008908395144588761375e-02
9.70899999999999818722784539204440080e-02,8.45339675042525024878886919836227004e-02
9.70999999999999918731674597438541241e-02,8.44192730318417612113012939475267452e-02
9.71100000000000018740564655672642402e-02,8.43069673480899245775275395412799166e-02
9.71199999999999979971576635762176011e-02,8.41871506020053947164635011371234995e-02
9.71299999999999941202588615851709619e-02,8.40679309656594797406205539971023979e-02
9.71400000000000041211478674085810781e-02,8.39510966281981106026720559719058878e-02
9.71500000000000002442490654175344389e-02,8.38366587060351957728835046234703678e-02
9.71599999999999963673502634264877997e-02,8.37246281662477205793402214706654052e-02
9.71699999999999924904514614354411606e-02,8.36043509679989041695654510996547617e-02
9.71799999999999886135526594443945214e-02,8.34853571898918890986528262212128039e-02
9.71899999999999986144416652678046376e-02,8.33687672944915897102519965868353978e-02
9.71999999999999947375428632767579984e-02,8.32545925300030162222931130675957739e-02
9.72099999999999908606440612857113592e-02,8.31428439915889427007862521756320874e-02
9.72200000000000008615330671091214754e-02,8.30220830123812430109441752220920487e-02
9.72300000000000108624220729325315915e-02,8.29033213063328957518664749687696307e-02
9.72399999999999931077354631270281971e-02,8.27869823180107415603126004920337897e-02
9.72500000000000031086244689504383132e-02,8.26730774293402947868026120281027509e-02
9.72599999999999992317256669593916740e-02,8.25613029121374414473485509725423480e-02
9.72699999999999953548268649683450349e-02,8.24403494602159160509288595489771421e-02
9.72800000000000053557158707917551510e-02,8.23218261433979119621035487003395076e-02
9.72899999999999876010292609862517565e-02,8.22057446355506187547648509648563774e-02
9.72999999999999976019182668096618727e-02,8.20921164542808195903082682899981890e-02
9.73100000000000076028072726330719888e-02,8.19798810062291253019049582526147172e-02
9.73199999999999898481206628275685944e-02,8.18591531556020383646047733222920361e-02
9.73299999999999998490096686509787105e-02,8.17408746510913400107116384647127631e-02
9.73399999999999959721108666599320713e-02,8.16250573081790906676021877656422958e-02
9.73500000000000059729998724833421875e-02,8.15117127821430469799002552589998756e-02
9.73600000000000020961010704922955483e-02,8.13989930461950244589126279546258360e-02
9.73699999999999982192022685012489092e-02,8.12784970639571206973415418131340189e-02
9.73799999999999943423034665102022700e-02,8.11604699033768895936355276445589366e-02
9.73900000000000043431924723336123861e-02,8.10449235236970334351477703072136331e-02
9.74000000000000004662936703425657470e-02,8.09318697198857120296907178060503313e-02
9.74099999999999965893948683515191078e-02,8.08186420152715142460007643032113578e-02
9.74200000000000065902838741749292240e-02,8.06983842744011555197580211733933332e-02
9.74300000000000027133850721838825848e-02,8.05806151006509390053550757064228040e-02
9.74399999999999988364862701928359456e-02,8.04653465992060681957602549663230968e-02
9.74499999999999810817996603873325512e-02,8.03525907067732420460615241494093988e-02
9.74599999999999910826886662107426673e-02,8.02388310202040421866494493735760325e-02
9.74700000000000010835776720341527835e-02,8.01188180022461275391395632362261777e-02
9.74800000000000110844666778575628996e-02,8.00013135723264760201374093636086289e-02
9.74899999999999933297800680520595051e-02,7.98863299837895704583272204455112303e-02
9.75000000000000033306690738754696213e-02,7.97738793171588710370691033409580117e-02
9.75100000000000133315580796988797374e-02,7.96595632937545585598436502380002271e-02
9.75199999999999955768714698933763430e-02,7.95398015915964705169565735978172244e-02
9.75299999999999916999726679023297038e-02,7.94225687795310041998576655191402606e-02
9.75399999999999878230738659112830646e-02,7.93078772613129108659181630304953869e-02
9.75499999999999978239628717346931808e-02,7.91957392633924761505909510886930221e-02
9.75599999999999939470640697436465416e-02,7.90808421973233325713590941565107137e-02
9.75699999999999900701652677525999025e-02,7.89613385180663969952509230113136278e-02
9.75800000000000000710542735760100186e-02,7.88443843179233743122034560252514200e-02
9.75900000000000100719432793994201347e-02,7.87299921533466261295710756434341488e-02
9.75999999999999923172566695939167403e-02,7.86181743988519545555076093079314999e-02
9.76100000000000023181456754173268564e-02,7.85026712236839748186553403537597385e-02
9.76199999999999984412468734262802172e-02,7.83834323916178228235988888456894746e-02
9.76299999999999945643480714352335781e-02,7.82667639206392657212859315666296610e-02
9.76400000000000045652370772586436942e-02,7.81526785222209214215300568735276905e-02
9.76499999999999868105504674531402998e-02,7.80411887211123968400709296321854600e-02
9.76599999999999968114394732765504159e-02,7.79250539998473891717852304358811030e-02
9.76700000000000068123284790999605320e-02,7.78060869595261858316012734956241858e-02
9.76799999999999890576418692944571376e-02,7.76897114613640676894085148556552148e-02
9.76899999999999990585308751178672537e-02,7.75759403742126529793517155615314635e-02
9.76999999999999951816320731268206146e-02,7.74647863752535500981712780950509405e-02
9.77099999999999913047332711357739754e-02,7.73479942900495098983481615387409772e-02
9.77200000000000013056222769591840915e-02,7.72293061094784668806298862000891733e-02
9.77299999999999974287234749681374524e-02,7.71132309575455826799238886487181201e-02
9.77399999999999935518246729770908132e-02,7.69997818628774154844387176171629054e-02
9.77500000000000035527136788005009294e-02,7.68889716573148841019126421375862239e-02
